Asset Name,Signal Name,Timestamp,Value,Unit
Tank B,RPM,11/21/2025 00:06:48,17.4477,
Tank B,RPM,11/21/2025 00:06:53,17.713799,
Tank B,RPM,11/21/2025 00:06:58,17.094614,
Tank B,RPM,11/21/2025 00:07:03,17.202549,
Tank B,RPM,11/21/2025 00:07:08,17.862873,
Tank B,RPM,11/21/2025 00:07:13,18.100756,
Tank B,RPM,11/21/2025 00:07:18,16.91329,
Tank B,RPM,11/21/2025 00:07:23,17.507921,
Tank B,RPM,11/21/2025 00:07:28,17.04972,
Tank B,RPM,11/21/2025 00:07:33,18.270815,
Tank B,RPM,11/21/2025 00:07:38,18.741909,
Tank B,RPM,11/21/2025 00:07:43,18.597595,
Tank B,RPM,11/21/2025 00:07:48,18.47649,
Tank B,RPM,11/21/2025 00:07:53,17.383274,
Tank B,RPM,11/21/2025 00:07:58,16.813921,
Tank B,RPM,11/21/2025 00:08:03,18.581003,
Tank B,RPM,11/21/2025 00:08:08,18.208635,
Tank B,RPM,11/21/2025 00:08:13,19.15091,
Tank B,RPM,11/21/2025 00:08:18,17.160563,
Tank B,RPM,11/21/2025 00:08:23,16.834963,
Tank B,RPM,11/21/2025 00:08:28,18.495163,
Tank B,RPM,11/21/2025 00:08:33,17.970676,
Tank B,RPM,11/21/2025 00:08:38,18.51781,
Tank B,RPM,11/21/2025 00:08:43,17.606855,
Tank B,RPM,11/21/2025 00:08:48,17.675743,
Tank B,RPM,11/21/2025 00:08:53,17.374975,
Tank B,RPM,11/21/2025 00:08:58,18.427757,
Tank B,RPM,11/21/2025 00:09:03,18.555105,
Tank B,RPM,11/21/2025 00:09:08,17.235481,
Tank B,RPM,11/21/2025 00:09:13,18.705666,
Tank B,RPM,11/21/2025 00:09:18,18.502905,
Tank B,RPM,11/21/2025 00:09:23,17.277502,
Tank B,RPM,11/21/2025 00:09:28,17.719076,
Tank B,RPM,11/21/2025 00:09:33,18.88555,
Tank B,RPM,11/21/2025 00:09:38,18.966984,
Tank B,RPM,11/21/2025 00:09:43,18.591534,
Tank B,RPM,11/21/2025 00:09:48,19.11359,
Tank B,RPM,11/21/2025 00:09:53,17.208452,
Tank B,RPM,11/21/2025 00:09:58,18.22689,
Tank B,RPM,11/21/2025 00:10:03,17.298843,
Tank B,RPM,11/21/2025 00:10:08,18.414894,
Tank B,RPM,11/21/2025 00:10:13,18.588919,
Tank B,RPM,11/21/2025 00:10:18,18.476185,
Tank B,RPM,11/21/2025 00:10:23,17.886663,
Tank B,RPM,11/21/2025 00:10:28,17.131107,
Tank B,RPM,11/21/2025 00:10:33,16.830383,
Tank B,RPM,11/21/2025 00:10:38,16.843689,
Tank B,RPM,11/21/2025 00:10:43,17.491882,
Tank B,RPM,11/21/2025 00:10:48,18.401915,
Tank B,RPM,11/21/2025 00:10:53,17.862572,
Tank B,RPM,11/21/2025 00:10:58,18.551281,
Tank B,RPM,11/21/2025 00:11:03,18.880913,
Tank B,RPM,11/21/2025 00:11:08,18.45248,
Tank B,RPM,11/21/2025 00:11:13,17.084333,
Tank B,RPM,11/21/2025 00:11:18,17.081036,
Tank B,RPM,11/21/2025 00:11:23,17.985714,
Tank B,RPM,11/21/2025 00:11:28,17.124039,
Tank B,RPM,11/21/2025 00:11:33,18.02998,
Tank B,RPM,11/21/2025 00:11:38,18.907398,
Tank B,RPM,11/21/2025 00:11:43,17.89061,
Tank B,RPM,11/21/2025 00:11:48,18.813292,
Tank B,RPM,11/21/2025 00:11:53,17.393225,
Tank B,RPM,11/21/2025 00:11:58,18.443207,
Tank B,RPM,11/21/2025 00:12:03,18.59913,
Tank B,RPM,11/21/2025 00:12:08,18.691374,
Tank B,RPM,11/21/2025 00:12:13,17.220848,
Tank B,RPM,11/21/2025 00:12:18,18.839434,
Tank B,RPM,11/21/2025 00:12:23,17.203114,
Tank B,RPM,11/21/2025 00:12:28,18.173988,
Tank B,RPM,11/21/2025 00:12:33,18.405313,
Tank B,RPM,11/21/2025 00:12:38,17.38593,
Tank B,RPM,11/21/2025 00:12:43,17.577974,
Tank B,RPM,11/21/2025 00:12:48,18.83171,
Tank B,RPM,11/21/2025 00:12:53,18.071009,
Tank B,RPM,11/21/2025 00:12:58,19.023016,
Tank B,RPM,11/21/2025 00:13:03,17.299843,
Tank B,RPM,11/21/2025 00:13:08,16.976042,
Tank B,RPM,11/21/2025 00:13:13,17.839497,
Tank B,RPM,11/21/2025 00:13:18,16.950546,
Tank B,RPM,11/21/2025 00:13:23,18.906662,
Tank B,RPM,11/21/2025 00:13:28,18.279882,
Tank B,RPM,11/21/2025 00:13:33,17.46837,
Tank B,RPM,11/21/2025 00:13:38,18.293951,
Tank B,RPM,11/21/2025 00:13:43,17.708576,
Tank B,RPM,11/21/2025 00:13:48,17.464891,
Tank B,RPM,11/21/2025 00:13:53,16.922136,
Tank B,RPM,11/21/2025 00:13:58,18.463196,
Tank B,RPM,11/21/2025 00:14:03,17.25502,
Tank B,RPM,11/21/2025 00:14:08,18.996103,
Tank B,RPM,11/21/2025 00:14:13,17.719692,
Tank B,RPM,11/21/2025 00:14:18,18.9074,
Tank B,RPM,11/21/2025 00:14:23,17.186836,
Tank B,RPM,11/21/2025 00:14:28,17.266907,
Tank B,RPM,11/21/2025 00:14:33,17.055887,
Tank B,RPM,11/21/2025 00:14:38,18.64821,
Tank B,RPM,11/21/2025 00:14:43,18.329153,
Tank B,RPM,11/21/2025 00:14:48,18.5377,
Tank B,RPM,11/21/2025 00:14:53,18.088253,
Tank B,RPM,11/21/2025 00:14:58,17.69478,
Tank B,RPM,11/21/2025 00:15:03,17.533304,
Tank B,RPM,11/21/2025 00:15:08,18.856842,
Tank B,RPM,11/21/2025 00:15:13,18.236586,
Tank B,RPM,11/21/2025 00:15:18,17.098976,
Tank B,RPM,11/21/2025 00:15:23,19.035591,
Tank B,RPM,11/21/2025 00:15:28,18.29781,
Tank B,RPM,11/21/2025 00:15:33,17.883793,
Tank B,RPM,11/21/2025 00:15:38,18.656033,
Tank B,RPM,11/21/2025 00:15:43,16.860336,
Tank B,RPM,11/21/2025 00:15:48,17.152061,
Tank B,RPM,11/21/2025 00:15:53,17.347134,
Tank B,RPM,11/21/2025 00:15:58,18.044287,
Tank B,RPM,11/21/2025 00:16:03,17.532228,
Tank B,RPM,11/21/2025 00:16:08,17.252407,
Tank B,RPM,11/21/2025 00:16:13,18.419367,
Tank B,RPM,11/21/2025 00:16:18,18.511368,
Tank B,RPM,11/21/2025 00:16:23,17.801851,
Tank B,RPM,11/21/2025 00:16:28,17.32489,
Tank B,RPM,11/21/2025 00:16:33,18.938112,
Tank B,RPM,11/21/2025 00:16:38,18.176374,
Tank B,RPM,11/21/2025 00:16:43,17.729074,
Tank B,RPM,11/21/2025 00:16:48,17.1636,
Tank B,RPM,11/21/2025 00:16:53,19.035967,
Tank B,RPM,11/21/2025 00:16:58,18.255018,
Tank B,RPM,11/21/2025 00:17:03,16.951149,
Tank B,RPM,11/21/2025 00:17:08,17.826775,
Tank B,RPM,11/21/2025 00:17:13,18.211224,
Tank B,RPM,11/21/2025 00:17:18,19.044651,
Tank B,RPM,11/21/2025 00:17:23,18.787252,
Tank B,RPM,11/21/2025 00:17:28,17.353489,
Tank B,RPM,11/21/2025 00:17:33,18.458813,
Tank B,RPM,11/21/2025 00:17:38,17.737003,
Tank B,RPM,11/21/2025 00:17:43,18.913866,
Tank B,RPM,11/21/2025 00:17:48,18.698837,
Tank B,RPM,11/21/2025 00:17:53,18.674873,
Tank B,RPM,11/21/2025 00:17:58,18.082859,
Tank B,RPM,11/21/2025 00:18:03,16.986288,
Tank B,RPM,11/21/2025 00:18:08,18.484703,
Tank B,RPM,11/21/2025 00:18:13,17.414616,
Tank B,RPM,11/21/2025 00:18:18,17.43557,
Tank B,RPM,11/21/2025 00:18:23,18.653715,
Tank B,RPM,11/21/2025 00:18:28,17.580616,
Tank B,RPM,11/21/2025 00:18:33,17.61417,
Tank B,RPM,11/21/2025 00:18:38,17.69348,
Tank B,RPM,11/21/2025 00:18:43,18.680365,
Tank B,RPM,11/21/2025 00:18:48,17.951061,
Tank B,RPM,11/21/2025 00:18:53,18.953749,
Tank B,RPM,11/21/2025 00:18:58,18.028389,
Tank B,RPM,11/21/2025 00:19:03,17.446413,
Tank B,RPM,11/21/2025 00:19:08,17.25364,
Tank B,RPM,11/21/2025 00:19:13,17.64342,
Tank B,RPM,11/21/2025 00:19:18,17.674803,
Tank B,RPM,11/21/2025 00:19:23,17.054064,
Tank B,RPM,11/21/2025 00:19:28,18.394106,
Tank B,RPM,11/21/2025 00:19:33,18.693417,
Tank B,RPM,11/21/2025 00:19:38,17.250618,
Tank B,RPM,11/21/2025 00:19:43,17.19845,
Tank B,RPM,11/21/2025 00:19:48,17.468935,
Tank B,RPM,11/21/2025 00:19:53,17.739147,
Tank B,RPM,11/21/2025 00:19:58,18.944925,
Tank B,RPM,11/21/2025 00:20:03,17.354933,
Tank B,RPM,11/21/2025 00:20:08,17.597933,
Tank B,RPM,11/21/2025 00:20:13,18.998993,
Tank B,RPM,11/21/2025 00:20:18,18.08018,
Tank B,RPM,11/21/2025 00:20:23,18.166578,
Tank B,RPM,11/21/2025 00:20:28,18.815283,
Tank B,RPM,11/21/2025 00:20:33,18.48515,
Tank B,RPM,11/21/2025 00:20:38,18.355164,
Tank B,RPM,11/21/2025 00:20:43,17.30298,
Tank B,RPM,11/21/2025 00:20:48,17.468496,
Tank B,RPM,11/21/2025 00:20:53,16.966139,
Tank B,RPM,11/21/2025 00:20:58,18.639645,
Tank B,RPM,11/21/2025 00:21:03,18.624998,
Tank B,RPM,11/21/2025 00:21:08,19.100838,
Tank B,RPM,11/21/2025 00:21:13,16.809572,
Tank B,RPM,11/21/2025 00:21:18,18.325788,
Tank B,RPM,11/21/2025 00:21:23,17.810501,
Tank B,RPM,11/21/2025 00:21:28,17.538122,
Tank B,RPM,11/21/2025 00:21:33,18.60189,
Tank B,RPM,11/21/2025 00:21:38,17.392843,
Tank B,RPM,11/21/2025 00:21:43,17.794846,
Tank B,RPM,11/21/2025 00:21:48,18.45644,
Tank B,RPM,11/21/2025 00:21:53,17.205727,
Tank B,RPM,11/21/2025 00:21:58,17.996367,
Tank B,RPM,11/21/2025 00:22:03,19.18837,
Tank B,RPM,11/21/2025 00:22:08,17.43641,
Tank B,RPM,11/21/2025 00:22:13,19.076073,
Tank B,RPM,11/21/2025 00:22:18,17.313885,
Tank B,RPM,11/21/2025 00:22:23,17.477287,
Tank B,RPM,11/21/2025 00:22:28,17.709509,
Tank B,RPM,11/21/2025 00:22:33,17.71094,
Tank B,RPM,11/21/2025 00:22:38,18.912895,
Tank B,RPM,11/21/2025 00:22:43,19.07752,
Tank B,RPM,11/21/2025 00:22:48,17.87405,
Tank B,RPM,11/21/2025 00:22:53,18.066046,
Tank B,RPM,11/21/2025 00:22:58,16.803816,
Tank B,RPM,11/21/2025 00:23:03,17.73304,
Tank B,RPM,11/21/2025 00:23:08,18.970095,
Tank B,RPM,11/21/2025 00:23:13,19.181675,
Tank B,RPM,11/21/2025 00:23:18,17.097866,
Tank B,RPM,11/21/2025 00:23:23,18.658058,
Tank B,RPM,11/21/2025 00:23:28,17.405247,
Tank B,RPM,11/21/2025 00:23:33,19.011885,
Tank B,RPM,11/21/2025 00:23:38,18.708849,
Tank B,RPM,11/21/2025 00:23:43,18.518877,
Tank B,RPM,11/21/2025 00:23:48,18.14192,
Tank B,RPM,11/21/2025 00:23:53,17.975302,
Tank B,RPM,11/21/2025 00:23:58,18.923895,
Tank B,RPM,11/21/2025 00:24:03,17.234547,
Tank B,RPM,11/21/2025 00:24:08,17.714973,
Tank B,RPM,11/21/2025 00:24:13,17.782217,
Tank B,RPM,11/21/2025 00:24:18,16.959587,
Tank B,RPM,11/21/2025 00:24:23,18.006527,
Tank B,RPM,11/21/2025 00:24:28,18.317345,
Tank B,RPM,11/21/2025 00:24:33,18.026781,
Tank B,RPM,11/21/2025 00:24:38,18.503069,
Tank B,RPM,11/21/2025 00:24:43,18.350037,
Tank B,RPM,11/21/2025 00:24:48,17.021646,
Tank B,RPM,11/21/2025 00:24:53,17.312824,
Tank B,RPM,11/21/2025 00:24:58,18.37368,
Tank B,RPM,11/21/2025 00:25:03,17.447578,
Tank B,RPM,11/21/2025 00:25:08,17.106213,
Tank B,RPM,11/21/2025 00:25:13,19.114288,
Tank B,RPM,11/21/2025 00:25:18,17.38009,
Tank B,RPM,11/21/2025 00:25:23,17.123123,
Tank B,RPM,11/21/2025 00:25:28,17.840536,
Tank B,RPM,11/21/2025 00:25:33,18.676056,
Tank B,RPM,11/21/2025 00:25:38,17.413237,
Tank B,RPM,11/21/2025 00:25:43,18.902693,
Tank B,RPM,11/21/2025 00:25:48,17.375212,
Tank B,RPM,11/21/2025 00:25:53,19.06572,
Tank B,RPM,11/21/2025 00:25:58,18.953262,
Tank B,RPM,11/21/2025 00:26:03,18.964703,
Tank B,RPM,11/21/2025 00:26:08,18.483988,
Tank B,RPM,11/21/2025 00:26:13,17.424175,
Tank B,RPM,11/21/2025 00:26:18,19.08517,
Tank B,RPM,11/21/2025 00:26:23,18.221771,
Tank B,RPM,11/21/2025 00:26:28,19.214703,
Tank B,RPM,11/21/2025 00:26:33,18.788425,
Tank B,RPM,11/21/2025 00:26:38,17.26266,
Tank B,RPM,11/21/2025 00:26:43,18.627193,
Tank B,RPM,11/21/2025 00:26:48,18.56718,
Tank B,RPM,11/21/2025 00:26:53,18.393837,
Tank B,RPM,11/21/2025 00:26:58,17.094112,
Tank B,RPM,11/21/2025 00:27:03,17.718449,
Tank B,RPM,11/21/2025 00:27:08,17.316603,
Tank B,RPM,11/21/2025 00:27:13,16.91505,
Tank B,RPM,11/21/2025 00:27:18,16.937752,
Tank B,RPM,11/21/2025 00:27:23,18.380762,
Tank B,RPM,11/21/2025 00:27:28,18.874857,
Tank B,RPM,11/21/2025 00:27:33,18.9433,
Tank B,RPM,11/21/2025 00:27:38,18.52127,
Tank B,RPM,11/21/2025 00:27:43,17.348469,
Tank B,RPM,11/21/2025 00:27:48,19.067572,
Tank B,RPM,11/21/2025 00:27:53,18.927864,
Tank B,RPM,11/21/2025 00:27:58,18.182682,
Tank B,RPM,11/21/2025 00:28:03,18.560266,
Tank B,RPM,11/21/2025 00:28:08,18.704391,
Tank B,RPM,11/21/2025 00:28:13,17.035501,
Tank B,RPM,11/21/2025 00:28:18,17.281202,
Tank B,RPM,11/21/2025 00:28:23,17.680391,
Tank B,RPM,11/21/2025 00:28:28,18.77901,
Tank B,RPM,11/21/2025 00:28:33,17.072252,
Tank B,RPM,11/21/2025 00:28:38,18.770712,
Tank B,RPM,11/21/2025 00:28:43,17.716917,
Tank B,RPM,11/21/2025 00:28:48,16.863838,
Tank B,RPM,11/21/2025 00:28:53,18.7583,
Tank B,RPM,11/21/2025 00:28:58,18.605007,
Tank B,RPM,11/21/2025 00:29:03,18.1673,
Tank B,RPM,11/21/2025 00:29:08,16.998922,
Tank B,RPM,11/21/2025 00:29:13,17.555304,
Tank B,RPM,11/21/2025 00:29:18,17.938738,
Tank B,RPM,11/21/2025 00:29:23,16.899258,
Tank B,RPM,11/21/2025 00:29:28,18.951265,
Tank B,RPM,11/21/2025 00:29:33,18.342363,
Tank B,RPM,11/21/2025 00:29:38,16.914463,
Tank B,RPM,11/21/2025 00:29:43,19.111753,
Tank B,RPM,11/21/2025 00:29:48,17.70239,
Tank B,RPM,11/21/2025 00:29:53,19.161255,
Tank B,RPM,11/21/2025 00:29:58,18.87623,
Tank B,RPM,11/21/2025 00:30:03,17.706781,
Tank B,RPM,11/21/2025 00:30:08,17.762047,
Tank B,RPM,11/21/2025 00:30:13,17.550577,
Tank B,RPM,11/21/2025 00:30:18,17.15911,
Tank B,RPM,11/21/2025 00:30:23,17.351496,
Tank B,RPM,11/21/2025 00:30:28,18.314472,
Tank B,RPM,11/21/2025 00:30:33,18.929432,
Tank B,RPM,11/21/2025 00:30:38,17.400951,
Tank B,RPM,11/21/2025 00:30:43,17.566475,
Tank B,RPM,11/21/2025 00:30:48,19.155176,
Tank B,RPM,11/21/2025 00:30:53,17.258093,
Tank B,RPM,11/21/2025 00:30:58,17.089565,
Tank B,RPM,11/21/2025 00:31:03,16.866526,
Tank B,RPM,11/21/2025 00:31:08,18.710714,
Tank B,RPM,11/21/2025 00:31:13,17.562033,
Tank B,RPM,11/21/2025 00:31:18,18.484074,
Tank B,RPM,11/21/2025 00:31:23,17.940027,
Tank B,RPM,11/21/2025 00:31:28,18.890432,
Tank B,RPM,11/21/2025 00:31:33,17.682934,
Tank B,RPM,11/21/2025 00:31:38,18.65655,
Tank B,RPM,11/21/2025 00:31:43,17.286661,
Tank B,RPM,11/21/2025 00:31:48,18.900064,
Tank B,RPM,11/21/2025 00:31:53,17.44502,
Tank B,RPM,11/21/2025 00:31:58,17.29748,
Tank B,RPM,11/21/2025 00:32:03,17.787241,
Tank B,RPM,11/21/2025 00:32:08,17.540758,
Tank B,RPM,11/21/2025 00:32:13,17.630552,
Tank B,RPM,11/21/2025 00:32:18,18.886036,
Tank B,RPM,11/21/2025 00:32:23,19.18175,
Tank B,RPM,11/21/2025 00:32:28,16.898104,
Tank B,RPM,11/21/2025 00:32:33,17.824062,
Tank B,RPM,11/21/2025 00:32:38,19.180313,
Tank B,RPM,11/21/2025 00:32:43,18.730774,
Tank B,RPM,11/21/2025 00:32:48,18.201973,
Tank B,RPM,11/21/2025 00:32:53,17.20799,
Tank B,RPM,11/21/2025 00:32:58,17.235662,
Tank B,RPM,11/21/2025 00:33:03,17.849184,
Tank B,RPM,11/21/2025 00:33:08,17.802387,
Tank B,RPM,11/21/2025 00:33:13,18.168848,
Tank B,RPM,11/21/2025 00:33:18,18.709974,
Tank B,RPM,11/21/2025 00:33:23,17.773174,
Tank B,RPM,11/21/2025 00:33:28,19.079939,
Tank B,RPM,11/21/2025 00:33:33,17.9116,
Tank B,RPM,11/21/2025 00:33:38,18.42073,
Tank B,RPM,11/21/2025 00:33:43,17.194944,
Tank B,RPM,11/21/2025 00:33:48,17.25283,
Tank B,RPM,11/21/2025 00:33:53,18.770985,
Tank B,RPM,11/21/2025 00:33:58,17.037327,
Tank B,RPM,11/21/2025 00:34:03,16.922918,
Tank B,RPM,11/21/2025 00:34:08,17.49854,
Tank B,RPM,11/21/2025 00:34:13,18.130476,
Tank B,RPM,11/21/2025 00:34:18,18.989973,
Tank B,RPM,11/21/2025 00:34:23,16.979385,
Tank B,RPM,11/21/2025 00:34:28,17.757446,
Tank B,RPM,11/21/2025 00:34:33,18.6922,
Tank B,RPM,11/21/2025 00:34:38,18.99397,
Tank B,RPM,11/21/2025 00:34:43,18.486017,
Tank B,RPM,11/21/2025 00:34:48,17.723082,
Tank B,RPM,11/21/2025 00:34:53,18.057535,
Tank B,RPM,11/21/2025 00:34:58,19.13493,
Tank B,RPM,11/21/2025 00:35:03,17.200624,
Tank B,RPM,11/21/2025 00:35:08,17.626112,
Tank B,RPM,11/21/2025 00:35:13,17.731625,
Tank B,RPM,11/21/2025 00:35:18,17.846165,
Tank B,RPM,11/21/2025 00:35:23,17.18418,
Tank B,RPM,11/21/2025 00:35:28,16.96377,
Tank B,RPM,11/21/2025 00:35:33,17.130194,
Tank B,RPM,11/21/2025 00:35:38,18.483423,
Tank B,RPM,11/21/2025 00:35:43,17.878534,
Tank B,RPM,11/21/2025 00:35:48,18.854977,
Tank B,RPM,11/21/2025 00:35:53,18.451973,
Tank B,RPM,11/21/2025 00:35:58,18.35513,
Tank B,RPM,11/21/2025 00:36:03,17.913845,
Tank B,RPM,11/21/2025 00:36:08,17.247925,
Tank B,RPM,11/21/2025 00:36:13,17.770567,
Tank B,RPM,11/21/2025 00:36:18,17.863316,
Tank B,RPM,11/21/2025 00:36:23,16.978363,
Tank B,RPM,11/21/2025 00:36:28,19.050377,
Tank B,RPM,11/21/2025 00:36:33,17.601652,
Tank B,RPM,11/21/2025 00:36:38,18.573666,
Tank B,RPM,11/21/2025 00:36:43,17.39661,
Tank B,RPM,11/21/2025 00:36:48,18.11137,
Tank B,RPM,11/21/2025 00:36:53,18.038105,
Tank B,RPM,11/21/2025 00:36:58,17.189985,
Tank B,RPM,11/21/2025 00:37:03,18.756737,
Tank B,RPM,11/21/2025 00:37:08,17.44042,
Tank B,RPM,11/21/2025 00:37:13,17.132313,
Tank B,RPM,11/21/2025 00:37:18,18.147182,
Tank B,RPM,11/21/2025 00:37:23,16.910686,
Tank B,RPM,11/21/2025 00:37:28,18.028242,
Tank B,RPM,11/21/2025 00:37:33,19.139078,
Tank B,RPM,11/21/2025 00:37:38,17.74808,
Tank B,RPM,11/21/2025 00:37:43,18.086523,
Tank B,RPM,11/21/2025 00:37:48,17.84605,
Tank B,RPM,11/21/2025 00:37:53,18.977827,
Tank B,RPM,11/21/2025 00:37:58,18.612823,
Tank B,RPM,11/21/2025 00:38:03,18.00624,
Tank B,RPM,11/21/2025 00:38:08,16.89475,
Tank B,RPM,11/21/2025 00:38:13,18.50985,
Tank B,RPM,11/21/2025 00:38:18,18.50627,
Tank B,RPM,11/21/2025 00:38:23,17.492193,
Tank B,RPM,11/21/2025 00:38:28,19.125837,
Tank B,RPM,11/21/2025 00:38:33,17.438538,
Tank B,RPM,11/21/2025 00:38:38,17.991236,
Tank B,RPM,11/21/2025 00:38:43,17.610563,
Tank B,RPM,11/21/2025 00:38:48,19.066414,
Tank B,RPM,11/21/2025 00:38:53,17.15239,
Tank B,RPM,11/21/2025 00:38:58,17.091198,
Tank B,RPM,11/21/2025 00:39:03,17.463266,
Tank B,RPM,11/21/2025 00:39:08,18.253662,
Tank B,RPM,11/21/2025 00:39:13,17.04066,
Tank B,RPM,11/21/2025 00:39:18,17.773998,
Tank B,RPM,11/21/2025 00:39:23,17.085653,
Tank B,RPM,11/21/2025 00:39:28,18.206612,
Tank B,RPM,11/21/2025 00:39:33,18.013346,
Tank B,RPM,11/21/2025 00:39:38,18.699112,
Tank B,RPM,11/21/2025 00:39:43,19.113785,
Tank B,RPM,11/21/2025 00:39:48,17.043076,
Tank B,RPM,11/21/2025 00:39:53,18.803333,
Tank B,RPM,11/21/2025 00:39:58,18.10489,
Tank B,RPM,11/21/2025 00:40:03,18.546986,
Tank B,RPM,11/21/2025 00:40:08,17.473732,
Tank B,RPM,11/21/2025 00:40:13,18.463781,
Tank B,RPM,11/21/2025 00:40:18,18.972378,
Tank B,RPM,11/21/2025 00:40:23,18.049646,
Tank B,RPM,11/21/2025 00:40:28,17.164135,
Tank B,RPM,11/21/2025 00:40:33,18.415468,
Tank B,RPM,11/21/2025 00:40:38,17.927372,
Tank B,RPM,11/21/2025 00:40:43,17.52141,
Tank B,RPM,11/21/2025 00:40:48,19.094135,
Tank B,RPM,11/21/2025 00:40:53,17.522846,
Tank B,RPM,11/21/2025 00:40:58,19.210587,
Tank B,RPM,11/21/2025 00:41:03,16.849785,
Tank B,RPM,11/21/2025 00:41:08,18.735733,
Tank B,RPM,11/21/2025 00:41:13,18.505674,
Tank B,RPM,11/21/2025 00:41:18,18.908611,
Tank B,RPM,11/21/2025 00:41:23,19.210514,
Tank B,RPM,11/21/2025 00:41:28,19.013618,
